site_no,dec_long_va,skew,elev_m,slope_deg,tmean_m01_c,ppt_spring_mm,ppt_summer_mm,ppt_winter_mm
05119410,-100.9504287,-0.5231233918208825,460,0.5783056616783142,-12.666199684143066,213.40119552612305,169.68780136108398,45.27969932556152
05278500,-94.6752713,-0.4124266322404294,332,0.7037801146507263,-10.854499816894531,325.02829360961914,277.5837936401367,64.39169883728027
05278930,-94.091211,-0.6100395342084058,297,1.9388790130615232,-10.29360008239746,346.56249237060547,286.1499938964844,71.95409774780273
05289985,-96.9584379,-0.8818081079157367,380,1.2565521001815796,-11.136199951171877,263.10209465026855,228.36929321289062,57.583200454711914
05290000,-96.875549,-0.4481199237325253,315,0.47077709436416626,-11.1968994140625,272.49219131469727,228.90359497070312,62.06410026550293
05291000,-96.5103877,-0.5433264826867936,313,4.591800212860107,-10.987099647521973,266.5452995300293,248.4842987060547,50.44379997253418
05292704,-96.415332,-1.033661871213193,311,3.655900478363037,-10.900799751281738,268.0725975036621,244.4159927368164,52.82270050048828
05293000,-96.348488,-0.6788480525495761,294,1.194819688796997,-10.89699935913086,268.6772918701172,244.64849853515625,53.56869888305664
05294000,-96.0195791,-0.08758005485731346,304,1.428003430366516,-10.940499305725098,273.50439453125,254.360595703125,54.30080032348633
05299750,-96.419142,-0.15567770528291117,453,7.835317134857178,-10.392600059509276,306.77929306030273,243.82449340820312,63.65290069580078
05300000,-95.919633,-0.16194597746868658,293,0.5595533847808838,-10.66309928894043,275.18809509277344,244.59249877929688,54.76649856567383
05304500,-95.79877,-0.27200992278563135,296,1.6684551239013672,-10.83329963684082,278.57179260253906,259.14688873291016,55.014997482299805
05311000,-95.733632,-0.464041343087041,282,2.4095284938812256,-10.550999641418455,295.82598876953125,260.9552993774414,60.36680030822754
05311400,-95.996204,-0.31144828117163326,354,0.4310184121131897,-9.92099952697754,302.34239959716797,245.55999755859375,56.117300033569336
05313500,-95.543937,-0.6748634452212791,308,4.272767066955566,-10.271299362182615,308.2079963684082,254.75479125976562,59.81060028076172
05313780,-95.4833518,-0.9769147840376786,307,0.8202092051506042,-10.673699378967283,303.09618759155273,260.7242965698242,59.46009826660156
05315000,-95.82945,-0.5310885367982775,362,0.29928022623062134,-9.781299591064451,311.88329315185547,258.76839447021484,60.719200134277344
05315200,-95.7969666,-0.7941401257730205,345,0.4621543884277344,-9.871500015258787,304.78559494018555,257.3940963745117,59.50119972229004
05316500,-95.171378,-0.5189958432653567,300,2.13695764541626,-10.140299797058104,329.73839950561523,270.25779724121094,60.91230010986328
05316570,-95.047504,-0.0945732892062952,276,1.5832682847976685,-10.380399703979492,333.8465995788574,273.73779296875,61.782798767089844
05316900,-95.2038833,-0.13351098306952838,371,1.2100632190704346,-9.80739974975586,340.2900924682617,265.26599884033203,59.89499855041504
05317000,-94.439427,-0.5290182421080891,246,0.5243180990219116,-9.762800216674805,355.0881996154785,277.6623992919922,65.55529975891113
05317200,-94.3390394,0.1968249067713428,242,1.060680270195007,-9.73129940032959,357.8049850463867,281.4564971923828,67.0186996459961
05318000,-93.7905038,-0.5372201997124575,347,0.6286426782608032,-9.486499786376951,379.6613883972168,311.84749603271484,68.73789978027344
05319500,-94.1948741,-0.143067200697086,282,7.831176280975342,-9.570899963378906,362.9627990722656,290.8447952270508,71.93269920349121
05320000,-94.1096097,-0.6804088955882759,252,6.204282760620117,-9.673999786376951,363.30579376220703,294.93299102783203,73.583099365234375
05320480,-94.026197,0.04027196600254981,259,0.2974359393119812,-9.699999809265137,365.20348358154297,301.9813919067383,74.74279594421387
05320500,-94.0502846,-1.066733525676701,236,1.9375630617141724,-9.665900230407717,366.91719818115234,305.25279235839844,76.04419898986816
05325000,-94.0023121,-0.6477384873568587,231,0.6336740255355835,-9.680399894714355,368.643497467041,308.337890625,76.78539848327637
05342000,-92.7330556,-0.03221295234268588,211,2.863258123397827,-9.59000015258789,359.3053855895996,316.6082000732422,76.53439712524414
05344500,-92.802152,-0.2601794487699444,206,2.809213638305664,-9.492799758911133,354.066593170166,308.3503952026367,76.32729911804199
05345000,-93.0549358,-0.06287156587633269,261,0.18489375710487368,-9.493599891662598,358.4043960571289,309.8231964111328,79.64089775085449
05353800,-93.231121,-0.44495755256833674,317,1.2688581943511963,-9.902799606323242,365.21858978271484,320.25189208984375,77.2731990814209
05370000,-92.2383333,0.2650727217165097,280,1.272221887435804e-14,-10.414199829101562,355.8408966064453,304.7834930419922,85.36980056762695
05411700,-92.3090624,-0.4812624673630636,355,0.4531435966491699,-9.326000213623049,420.5444984436035,320.71949005126953,88.47669792175293
05416900,-91.4487147,-0.08784022071453364,278,3.704722166061402,-7.9944000244140625,421.90868759155273,323.4669952392578,104.2035961151123
05417000,-91.4323704,-0.6021499616085345,275,1.443999409675598,-8.099100112915039,422.4626045227051,323.3103942871094,104.41649627685547
05418400,-90.7293333,-0.4785446276761672,211,3.3143086433410645,-7.100899696350098,382.7349967956543,295.035888671875,116.24440002441406
05418500,-90.6329167,-0.3450743137397821,197,2.225102424621582,-6.831899642944336,382.8061943054199,295.01819610595703,118.30919647216797
05420560,-92.5330973,-0.7838442385842038,347,0.586783230304718,-9.179699897766112,419.80720138549805,316.7919921875,87.83230018615723
05420640,-92.4512885,-0.08555273994743973,353,1.9106279611587524,-9.257200241088867,418.5594024658203,317.4917984008789,86.58809852600098
05420680,-92.2574,0.24815577197628855,304,0.2155122607946396,-8.36829948425293,433.0997886657715,321.3982925415039,96.90899848937988
05421000,-91.8951722,-0.30911714357220327,272,1.958101511001587,-7.944699764251709,408.3326950073242,316.93499755859375,94.19949913024902
05421550,-91.728498,0.19241843784274323,305,0.4310184121131897,-8.253899574279785,414.7572937011719,322.3368911743164,98.76989936828613
05421740,-91.2673889,-0.4533743956339346,233,1.4656180143356323,-6.980899810791016,413.98458099365234,314.50909423828125,115.11759948730469
05422000,-90.5348556,-0.12154384089155117,185,0.17928726971149445,-5.783999919891357,399.3246955871582,305.35289001464844,127.58349990844727
05422560,-90.6876409,-1.563337536507556,205,0.35782721638679504,-5.718499660491943,404.22209548950195,296.2024917602539,130.95380020141602
05422600,-90.5240022,-0.08537586350535087,186,0.5170506238937378,-5.404799938201904,404.0116844177246,294.9441909790039,133.75529861450195
05449000,-93.6279895,0.02784616958006143,362,0.5207722187042236,-9.011699676513672,410.4880905151367,292.1728973388672,80.57609748840332
05449500,-93.6216389,-0.30038157817212513,353,6.361109437179021e-15,-8.595099449157715,416.2761001586914,299.1749954223633,82.21809768676758
05451210,-93.1521944,-0.38260363992619406,295,3.136197805404663,-7.713799953460693,420.86599349975586,301.510498046875,89.92039680480957
05451500,-92.9076997,-0.3899180135521186,265,0.7890189290046692,-7.115299701690674,415.53759002685547,303.20948791503906,91.30019950866699
05451700,-92.8524194,-0.4684386846376608,263,0.4447457790374756,-7.060799598693848,415.9675941467285,306.3609924316406,90.67189979553223
05451900,-92.474355,-0.4034682412364252,246,0.28717508912086487,-7.151700019836426,406.2341003417969,301.1180953979492,96.4695987701416
05452000,-92.3132417,0.34217103327225784,242,0.17963984608650208,-7.151099681854248,400.6601982116699,294.7105941772461,98.00709915161133
05452200,-92.386297,-0.7508791476349215,244,0.17940829694271088,-7.169699668884277,399.88259506225586,297.4184875488281,99.31719970703125
05452500,-92.2779167,-0.05087069585734996,234,0.6465123891830444,-7.085599899291992,394.2963981628418,288.54449462890625,98.87979888916016
05453000,-92.1821267,-0.984716882503622,234,0.2155122607946396,-6.563199996948242,401.1856918334961,303.81539154052734,102.67060089111328
05453100,-92.064792,-0.1654132263141986,222,0.35873371362686157,-6.626999855041504,402.1741943359375,304.37110137939453,101.9636001586914
05454000,-91.4876667,-0.3996552299217693,209,1.6131707429885864,-5.951099872589111,409.6746940612793,303.41259765625,108.55669975280762
05454220,-91.7401722,0.2040310955006728,215,0.51747065782547,-6.2881999015808105,404.76179122924805,306.62679290771484,105.88929748535156
05454300,-91.5987778,0.08153931830590881,200,0.6888537406921387,-5.730899810791016,408.7300910949707,300.70259857177734,107.41259956359863
05454500,-91.541,-0.10736995560817468,194,3.330173969268799,-5.6738996505737305,408.9164009094238,300.43968963623047,107.63759994506836
05455000,-91.5135014,-0.28309150217558954,206,0.6114692687988281,-5.811899662017822,409.49109649658203,300.86229705810547,107.8469009399414
05455100,-91.6157222,0.2269879210822135,198,0.17900314927101135,-5.714799880981445,407.20438385009766,299.4598922729492,108.00819969177246
05455200,-92.3965736,-0.45680096204475146,245,0.4423915445804596,-6.723799705505371,407.5936851501465,308.7846984863281,100.41610145568848
05455500,-91.7146129,-0.0072021281043173,197,2.788930654525757,-5.53249979019165,406.4172019958496,298.4476013183594,112.85639953613281
05457000,-92.974797,-0.5539513984471811,357,3.020336866378784,-9.85669994354248,397.07039642333984,319.2647933959961,84.40979957580566
05457700,-92.6738833,-1.0015045933358893,301,2.6013457775115967,-8.550199508666992,429.24340057373047,315.9276885986328,89.09449768066406
05458000,-92.5035444,-0.2844411343762461,302,5.104695796966553,-8.534799575805664,425.8141975402832,322.0296936035156,91.72519874572754
05458300,-92.4700917,-0.24616364079298592,280,3.4816999435424805,-8.222999572753906,424.2323913574219,314.3252944946289,93.32430076599121
05458500,-92.4651861,-0.4346919722328964,269,3.339824914932251,-8.094200134277344,421.21259689331055,310.2729949951172,93.90269660949707
05458560,-93.2027021,0.68820056209502,322,0.4509754180908203,-8.627099990844727,425.8618965148926,305.71119689941406,87.56119728088379
05458900,-92.5435222,-0.5875006471816959,267,0.35439953207969666,-8.049399375915527,420.3281936645508,307.7061996459961,93.19559860229492
05459000,-93.22075939,-0.555158596823428,361,1.486534833908081,-9.548500061035156,403.4734001159668,309.2837905883789,82.90959739685059
05459500,-93.1925,-0.4325313339888008,331,3.8206732273101807,-9.077099800109863,429.37969970703125,300.27789306640625,84.95519828796387
05460500,-92.8710277,0.21386165532918985,290,1.408836007118225,-8.400300025939941,421.7256965637207,321.0896911621094,86.79590034484863
05462000,-92.5829667,-0.22710482108859492,275,2.4307050704956055,-8.058099746704102,421.0627975463867,308.5305938720703,90.7559986114502
05463000,-92.6182778,-0.7310659657509642,271,0.4310184121131897,-8.015899658203125,423.0206985473633,306.64879608154297,91.69439888000488
05463500,-92.4632472,-0.2050716321577552,268,0.7680121064186096,-7.685099601745605,418.8236961364746,310.4780960083008,94.6260986328125
05464000,-92.3343472,-0.5402115649969893,254,1.9076998233795168,-7.806599617004395,419.82029724121094,312.8250961303711,96.3479995727539
05464220,-92.2988889,-0.13511291237548612,256,1.062022686004639,-7.45989990234375,416.1624946594238,311.7063980102539,96.94879722595215
05464500,-91.667123900000007,-0.40509218215695814,219,2.390733242034912,-6.505199909210205,418.32868576049805,319.12389373779297,109.95680046081543
05464942,-91.3506389,-0.07201923646218834,217,0.8619880676269531,-5.94980001449585,406.6873893737793,301.4784927368164,113.58300018310547
05470000,-93.62025,-0.5675296404899168,277,3.477656602859497,-6.891199588775635,406.21540451049805,316.54029846191406,89.74119758605957
05470500,-93.6305,0.14776060577039113,274,2.596754550933838,-6.819200038909912,407.3291816711426,316.57479095458984,89.02339935302734
05471000,-93.5959722,-0.5812971505294638,268,0.7271547317504883,-6.598599910736084,410.8243064880371,317.15689849853516,89.64939880371094
05471050,-93.2468333,-0.6197707587714785,240,0.35352370142936707,-6.023399829864502,406.21559143066406,301.73409271240234,90.17349815368652
05471200,-93.3086944,-0.0730338770179722,251,0.5575171113014221,-6.262199878692627,408.7190856933594,303.55899810791016,89.62560081481934
05471500,-92.6573556,-0.879367284878641,213,7.111936805800651e-15,-5.6691999435424805,401.03519439697266,306.7481918334961,104.32270050048828
05472500,-92.2046222,-0.3349537253624601,202,0.4310184121131897,-5.395599842071533,421.49608993530273,305.8978958129883,107.74209976196289
05473000,-91.7179444,-0.4373918490347186,182,0.3564503490924835,-4.986499786376953,412.3617973327637,298.34759521484375,120.62689971923828
05473300,-92.1185105,0.2806083261951262,207,0.7058396339416504,-4.779799938201904,417.8215866088867,299.0571975708008,119.78979873657227
05473400,-91.6742167,-0.13460363331335293,179,2.3525550365448,-4.422699928283691,414.6273956298828,291.72239685058594,125.07379913330078
05473450,-91.5515497,0.2939705318956544,199,0.7162825465202332,-4.6992998123168945,409.65559005737305,294.5105972290039,123.95779800415039
05473500,-91.5804395,-0.23746100248537436,196,2.5998449325561523,-4.645199775695801,410.2961845397949,294.5186004638672,123.40349960327148
05474000,-91.2770889,-0.91531573798223,161,0.5643578767776489,-4.091899871826172,420.9373016357422,292.51519775390625,139.16439819335938
05476000,-94.9850199,-0.5492741016647793,398,1.180780291557312,-9.367300033569336,361.8086929321289,267.9375,61.08759880065918
05476500,-94.846,0.02671431170035685,382,0,-9.201499938964844,362.88989639282227,264.6289978027344,63.548500061035156
05476750,-94.2202778,-0.7100790436457939,325,2.4815826416015625,-8.328999519348145,396.21068572998047,281.49879455566406,85.2212963104248
05478000,-94.1779615,0.06518732234335445,346,2.424654960632324,-8.796299934387207,378.57239532470703,291.1858901977539,72.89609718322754
05479000,-94.19325,-0.3479697811144972,319,1.2408533096313477,-8.328999519348145,396.21068572998047,281.49879455566406,85.2212963104248
05480000,-94.346635,-0.6359647123908853,338,9.835423469543455,-8.198999404907227,400.9135856628418,292.04850006103516,83.9744987487793
05480500,-94.2033333,-0.2923739619477578,298,2.9680352210998535,-8.029099464416504,408.63489532470703,300.35499572753906,86.32039833068848
05481000,-93.8059444,-0.2571180002404363,306,2.580238342285156,-7.839799880981445,406.9146957397461,305.24768829345703,86.3770980834961
05481300,-93.9974667,-0.7370312741619797,278,1.7848663330078125,-7.2505998611450195,406.3208999633789,303.37349700927734,87.63759803771973
05481500,-93.9352292,-0.32054313836287635,271,5.6572418212890625,-7.071599960327148,413.6453857421875,312.0940933227539,93.77459716796875
05481650,-93.6676111,-0.2655035784480839,245,1.5698853731155396,-5.883299827575684,409.9801940917969,292.6241989135742,89.42609786987305
05481950,-93.7347222,-0.34889781039379464,249,0.7165551781654358,-6.154999732971191,408.6942901611328,292.99039459228516,92.12579917907715
05482000,-93.6197222,-0.7408127420297432,245,0.35802188515663147,-5.944599628448486,401.5480842590332,285.34229278564453,88.97249794006348
05482170,-94.798317,-0.8613216344882891,378,0.5815511345863342,-8.355299949645996,379.8028907775879,281.375,78.8505973815918
05482300,-94.9910278,-1.1847984429941838,354,0.867653489112854,-7.888499736785889,371.7108917236328,275.8626937866211,73.66239929199219
05482500,-94.3770833,-1.1089420341420133,300,3.1058740615844727,-6.974599838256836,400.90599822998047,288.7097930908203,86.55389976501465
05483000,-94.3702461,-0.5748267923417792,323,0.2155122607946396,-7.194799900054932,391.9238929748535,287.4146957397461,85.37619972229004
05483450,-94.493,-0.18411862777082805,322,0.7071946263313293,-6.82289981842041,404.1714897155762,297.8451919555664,83.16849899291992
05484000,-94.1511667,-0.4167358974062524,276,2.412421226501465,-6.373600006103516,396.40769958496094,291.3707962036133,87.63679885864258
05484500,-93.9497778,-0.37925501962427344,259,1.260137915611267,-6.208099842071533,380.8856887817383,271.0352020263672,91.20049667358398
05484650,-93.7033333,-0.6777621360574697,251,4.430181980133057,-6.046499729156494,403.00479888916016,286.6701965332031,90.70859718322754
05484800,-93.7033056,0.2244883306541727,249,2.437108278274536,-5.9716997146606445,405.4005012512207,288.07789611816406,91.07099723815918
05484900,-93.6426667,-0.619449120586696,241,1.8920433521270752,-5.882999897003174,397.6906852722168,281.85779571533203,89.44009780883789
05485500,-93.6056111,-0.7430036513185222,241,1.260237693786621,-5.882999897003174,397.6906852722168,281.85779571533203,89.44009780883789
05485605,-93.5696111,0.4967968880202914,265,1.223686695098877,-6.301300048828125,414.04010009765625,297.3542938232422,83.96139907836914
05485640,-93.5455278,-0.23923229171062185,246,1.2219641208648682,-6.024199962615967,399.0747985839844,285.40179443359375,87.43939971923828
05486000,-93.6549722,0.04279986531694776,245,0.2155122607946396,-5.828999996185303,393.48759841918945,286.1492919921875,90.82719993591309
05486490,-93.5873056,-1.0093003694817524,243,0.8670051693916321,-5.858599662780762,395.55737686157227,289.1931915283203,91.97949981689453
05487470,-93.4864167,-0.45903848663899693,239,1.311376324235813e-14,-5.9039998054504395,415.37298583984375,300.5157928466797,92.92259979248047
05487800,-93.4657684,-1.2299165518129027,267,0.6062489748001099,-5.44980001449585,421.93408966064453,314.90189361572266,97.1167984008789
05487980,-93.2901389,0.10973751405372942,241,2.4704670906066895,-5.660799980163574,412.34218978881836,304.9555969238281,96.47189903259277
05488200,-93.0449167,0.24938140099161596,228,1.654621720314026,-5.606400012969971,408.25609970092773,304.1904983520508,98.03879737854004
05488500,-92.8608222,-0.47922885281140887,213,5.998963356018066,-5.333099842071533,389.2701950073242,292.3232955932617,101.44779968261719
05489000,-92.9088333,0.3496809493635485,215,1.1568158864974976,-5.855199813842773,398.7456932067871,296.9948959350586,102.32069969177246
05489500,-92.4112917,-0.4506872745384236,192,2.011663913726806,-4.718599796295166,418.1807861328125,303.3962936401367,115.44929695129395
05490500,-91.9596139,0.07169830691300161,181,3.7682814598083496,-4.150700092315674,413.22139739990234,295.23199462890625,128.01649856567383
05491000,-91.4848781,0.8810245554743763,160,1.5341554880142212,-3.687699794769287,421.1465950012207,295.2053909301758,134.62630081176758
05494300,-92.4187964,-1.567543618266696,235,0.5326743721961975,-4.714200019836426,437.2651901245117,320.3370895385742,110.07419967651367
05496000,-91.5656944,-0.19502022363290183,161,3.767274856567383,-3.267899990081787,413.5927925109863,296.00260162353516,137.15349960327148
05497000,-91.7145833,-1.380222123668546,172,2.6955480575561523,-3.2040998935699463,413.45359802246094,300.3543930053711,134.80339813232422
05497500,-92.2149583,-0.6584801637612625,216,3.458420753479004,-3.8137998580932617,428.74999237060547,309.4792938232422,124.66299819946289
05498000,-91.7355,-0.17955572069731532,172,4.111074447631836,-3.145900011062622,412.4064025878906,300.7856903076172,134.36249923706055
05500000,-91.5802778,-0.30826329274260683,149,0.528380274772644,-2.937000036239624,410.08599853515625,288.9791946411133,142.69299697875977
05500500,-92.0240623,-0.27669066652886376,213,0.6817812323570251,-2.985499858856201,429.9460983276367,311.1903991699219,141.89149856567383
05502300,-92.2304444,-0.3060725403373643,218,1.1340115070343018,-2.9213998317718506,435.48888397216797,311.1191940307617,139.5844955444336
05502500,-92.0410278,-0.5112141074725229,204,1.6814748048782349,-2.9305999279022217,437.98279571533203,317.0918960571289,144.72919845581055
05503000,-91.919057,0.07635531641386761,215,0.35189947485923767,-2.8152999877929688,430.2080841064453,308.9732971191406,146.03189849853516
05506000,-91.9470028,-0.6334565444981921,219,0.972998857498169,-2.1196999549865723,437.0862808227539,300.6583938598633,160.36419677734375
05506350,-92.12775,0.48497944878748567,201,0.2155122607946396,-2.619499921798706,437.3231964111328,307.3139953613281,151.73899841308594
05506500,-92.0136583,0.4862071043878132,194,3.4740235805511475,-2.6684000492095947,433.9097900390625,304.0831985473633,155.18529510498047
05506800,-92.1677778,0.20922548277133743,214,0.8510963320732117,-2.2410998344421387,440.48448944091797,305.62989807128906,156.02399444580078
05507000,-92.0019972,-0.4526474787999487,194,0.766845166683197,-2.5132999420166016,433.1567916870117,302.4283905029297,156.2219009399414
06065500,-111.8887944,-0.2885675990149945,1098,9.948955535888672,-3.874199867248535,155.43689441680908,84.10199928283691,35.807498931884766
06073000,-112.4487889,0.5043124079250116,1392,7.934335231781006,-4.791199684143066,243.739990234375,108.22689819335938,87.1713981628418
06073500,-112.0959056,0.49536395330502336,1159,1.4220834970474243,-3.540299892425537,193.0698947906494,95.02249908447266,41.962799072265625
06076690,-111.1785556,0.34572458270041745,1339,0.7137603163719177,-4.5904998779296875,186.51279640197754,97.21469688415527,42.3508996963501
06077500,-111.3862389,0.7784609606479285,1072,1.9645220041275024,-3.1908998489379883,210.59630012512207,106.7494010925293,41.31909942626953
06081500,-112.4736833,0.03886611015721333,1269,1.8917174339294431,-3.719099998474121,198.5685977935791,89.24579811096191,39.870399475097656
06084500,-112.387486,-0.27776665489030217,1242,0.9726809859275818,-3.4442999362945557,189.75830078125,85.96869850158691,36.87079906463623
06085800,-111.9319139,-0.2743096391850789,1084,0.7654354572296143,-3.4375998973846436,167.9537000656128,87.72349739074707,27.84019947052002
06088300,-111.6354056,0.9394942842752948,1052,1.2834391593933103,-3.624799966812134,158.72949695587158,83.27419662475586,26.10879898071289
06088500,-111.5417694,1.3715932727346951,1021,3.022742509841919,-3.4384000301361084,176.07710075378418,89.85269737243652,32.65669918060303
06089000,-111.511036,-0.2499681566479117,1018,3.2173616886138916,-3.3681998252868652,179.68749904632568,91.4623966217041,34.51039981842041
06090300,-111.0605806,-0.16469234556931148,865,12.34171199798584,-4.122200012207031,183.94259929656982,95.17799758911133,39.397799491882324
06090500,-110.9317472,0.673668533921907,1210,7.347019672393799,-3.9968998432159424,246.83580017089844,129.16849899291992,64.0143985748291
06090650,-111.40915,0.3261925562811964,1110,0.3601505756378174,-3.7588999271392822,171.241192817688,87.69339752197266,29.67319965362549
06090800,-110.6661417,0.4690698993654831,797,0,-5.23859977722168,171.80629920959473,92.507598876953125,35.984999656677246
06098000,-112.3982167,0.8123255498539963,1191,1.638906717300415,-4.798199653625488,181.47749519348145,90.95209884643555,30.293298721313477
06102000,-110.7142222,0.6650650232202713,829,8.982913970947266,-7.376199722290039,140.59439945220947,78.35289764404297,26.8944993019104
06108000,-111.5529417,0.5797704420333284,989,0.908113420009613,-4.810299873352051,166.81989669799805,83.1615982055664,25.989599227905273
06108800,-110.5144333,0.5216000913956023,783,3.314608573913574,-5.929299831390381,164.14649963378906,88.01649856567383,33.04129886627197
06110000,-110.2314528,-0.2381826027573821,1458,3.228421449661255,-4.343400001525879,217.55419731140137,120.53469848632812,49.19209861755371
06111500,-109.3493222,1.009981930809189,1263,1.751806139945984,-4.315499782562256,252.33529472351074,135.7241973876953,55.00740051269531
06114700,-109.6520139,0.21173000701430456,762,0.9517650604248048,-6.054299831390381,180.5531988143921,99.11529731750488,36.18899917602539
06115200,-108.6877444,0.18914329323923915,685,0.36004865169525146,-6.8892998695373535,184.80059337615967,113.76949691772461,32.50459957122803
06115300,-108.7067611,-0.8482397956333696,905,2.866168260574341,-5.604700088500977,195.30289936065674,115.39009857177734,36.04699897766113
06115500,-110.5766222,-0.331584442278437,1653,7.145936489105225,-5.441199779510498,233.57109451293945,120.61539840698242,77.62089920043945
