agency_cd,site_no,station_nm,site_tp_cd,dec_lat_va,dec_long_va,coord_acy_cd,dec_coord_datum_cd,alt_va,alt_acy_va,alt_datum_cd,huc_cd,data_type_cd,parm_cd,stat_cd,ts_id,loc_web_ds,medium_grp_cd,parm_grp_cd,srs_id,access_cd,begin_date,end_date,count_nu,n_obs,n_missing,n_zero,n_non_missing,n_missing_or_zero,n_non_missing_and_non_zero
USGS,08075400,"Sims Bayou at Hiram Clarke St, Houston, TX",ST,29.61884399,-95.4460522,F,NAD83,0,5,NAVD88,12040104,pk,NA,NA,0,NA,wat,NA,0,0,1964-12-10,2024-07-08,60,NA,NA,NA,NA,NA,NA
USGS,08075730,"Vince Bayou at Pasadena, TX",ST,29.69467363,-95.216323,F,NAD83,0,0.1,NAVD88,12040104,pk,NA,NA,0,NA,wat,NA,0,0,1972-05-12,2024-07-08,53,NA,NA,NA,NA,NA,NA
USGS,08075760,"Hunting Bayou at Falls St, Houston, TX",ST,29.8063376,-95.3307701,F,NAD83,0,2.5,NGVD29,12040104,pk,NA,NA,0,NA,wat,NA,0,0,1965-09-22,1984-01-09,20,NA,NA,NA,NA,NA,NA
USGS,08075770,"Hunting Bayou at IH 610, Houston, TX",ST,29.79328217,-95.2679907,F,NAD83,0,0.1,NAVD88,12040104,pk,NA,NA,0,NA,wat,NA,0,0,1964-04-17,2024-07-08,61,NA,NA,NA,NA,NA,NA
USGS,08075780,"Greens Bayou at Cutten Rd nr Houston, TX",ST,29.94911178,-95.5196633,F,NAD83,0,0.1,NAVD88,12040104,pk,NA,NA,0,NA,wat,NA,0,0,1965-02-16,2024-07-08,60,NA,NA,NA,NA,NA,NA
USGS,08075900,"Greens Bayou nr US Hwy 75 nr Houston, TX",ST,29.95688886,-95.4179936,F,NAD83,0,0.1,NAVD88,12040104,pk,NA,NA,0,NA,wat,NA,0,0,1966-04-14,2023-01-24,58,NA,NA,NA,NA,NA,NA
USGS,08076000,"Greens Bayou nr Houston, TX",ST,29.9182784,-95.3068796,F,NAD83,0,5,NAVD88,12040104,pk,NA,NA,0,NA,wat,NA,0,0,1953-05-18,2024-07-08,72,NA,NA,NA,NA,NA,NA
USGS,08076500,"Halls Bayou at Houston, TX",ST,29.86189143,-95.3349365,F,NAD83,0,0.1,NAVD88,12040104,pk,NA,NA,0,NA,wat,NA,0,0,1953-05-18,2024-07-08,72,NA,NA,NA,NA,NA,NA
USGS,08078000,"Chocolate Bayou nr Alvin, TX",ST,29.37154349,-95.3230476,S,NAD83,0.31,0.1,NGVD29,12040204,pk,NA,NA,0,NA,wat,NA,0,0,1939-07-14,2024-07-09,79,NA,NA,NA,NA,NA,NA
USGS,08079000,"Oyster Ck nr Angleton, TX",ST,29.15857735,-95.4757753,F,NAD83,-1.31,0.1,NGVD29,12040205,pk,NA,NA,0,NA,wat,NA,0,0,1945-04-02,1980-01-23,36,NA,NA,NA,NA,NA,NA
USGS,08104700,"N Fk San Gabriel Rv nr Georgetown, TX",ST,30.6618646,-97.7114164,F,NAD83,689.26,0.22,NAVD88,12070205,pk,NA,NA,0,NA,wat,NA,0,0,NA,2024-05-16,58,NA,NA,NA,NA,NA,NA
USGS,08105700,"San Gabriel Rv at Laneport, TX",ST,30.69436146,-97.2788849,F,NAD83,412.84,0.22,NAVD88,12070205,pk,NA,NA,0,NA,wat,NA,0,0,NA,2024-05-16,63,NA,NA,NA,NA,NA,NA
USGS,08114500,"Brazos Rv nr Juliff, TX",ST,29.45551617,-95.5329996,F,NAD83,23,3,NGVD29,12070104,pk,NA,NA,0,NA,wat,NA,0,0,1950-02-15,1969-04-16,20,NA,NA,NA,NA,NA,NA
USGS,08116400,"Dry Ck nr Rosenberg, TX",ST,29.51190593,-95.7468942,F,NAD83,0,0.1,NAVD88,12070104,pk,NA,NA,0,NA,wat,NA,0,0,1959-04-11,2024-07-08,37,NA,NA,NA,NA,NA,NA
USGS,08116650,"Brazos Rv nr Rosharon, TX",ST,29.3496858,-95.5824448,F,NAD83,0,1,NGVD29,12070104,pk,NA,NA,0,NA,wat,NA,0,0,1913-12-11,2024-05-23,56,NA,NA,NA,NA,NA,NA
USGS,08117500,"San Bernard Rv nr Boling, TX",ST,29.31357967,-95.8938421,F,NAD83,30.81,0.1,NGVD29,12090401,pk,NA,NA,0,NA,wat,NA,0,0,NA,2024-01-28,72,NA,NA,NA,NA,NA,NA
USGS,08156800,"Shoal Ck at W 12th St, Austin, TX",ST,30.276598,-97.7503052,F,NAD83,455.45,0.22,NAVD88,12090205,pk,NA,NA,0,NA,wat,NA,0,0,1974-11-23,2024-05-16,50,NA,NA,NA,NA,NA,NA
USGS,08157000,"Waller Ck at 38th St, Austin, TX",ST,30.29715196,-97.7269497,F,NAD83,555.44,0.1,NGVD29,12090205,pk,NA,NA,0,NA,wat,NA,0,0,1956-05-01,1980-05-12,25,NA,NA,NA,NA,NA,NA
USGS,08158000,"Colorado Rv at Austin, TX",ST,30.24613889,-97.6800556,1,NAD83,391.96,0.1,NAVD88,12090205,pk,NA,NA,0,NA,wat,NA,0,0,1869-07-07,2024-01-22,128,NA,NA,NA,NA,NA,NA
USGS,08158200,"Walnut Ck at Dessau Rd, Austin, TX",ST,30.375205,-97.6605601,F,NAD83,552.34,0.2,NAVD88,12090205,pk,NA,NA,0,NA,wat,NA,0,0,1975-06-10,2023-10-26,31,NA,NA,NA,NA,NA,NA
USGS,08158380,"Little Walnut Ck at Georgian Dr, Austin, TX",ST,30.3543736,-97.6980818,F,NAD83,637.32,0.19,NAVD88,12090205,pk,NA,NA,0,NA,wat,NA,0,0,1983-06-04,2024-05-01,23,NA,NA,NA,NA,NA,NA
USGS,08158600,"Walnut Ck at Webberville Rd, Austin, TX",ST,30.2832642,-97.655003,F,NAD83,426.23,0.18,NAVD88,12090205,pk,NA,NA,0,NA,wat,NA,0,0,1919-01-01,2024-05-01,62,NA,NA,NA,NA,NA,NA
USGS,08158920,"Williamson Ck at Oak Hill, TX",ST,30.23520806,-97.8602848,F,NAD83,798.68,0.1,NGVD29,12090205,pk,NA,NA,0,NA,wat,NA,0,0,1979-05-21,2021-06-03,33,NA,NA,NA,NA,NA,NA
USGS,08158930,"Williamson Ck at Manchaca Rd, Austin, TX",ST,30.22132179,-97.7936396,F,NAD83,618.63,0.23,NAVD88,12090205,pk,NA,NA,0,NA,wat,NA,0,0,1976-04-18,2024-08-04,35,NA,NA,NA,NA,NA,NA
USGS,08158970,"Williamson Ck at Jimmy Clay Rd, Austin, TX",ST,30.189378,-97.732504,F,NAD83,494.3,0.17,NAVD88,12090205,pk,NA,NA,0,NA,wat,NA,0,0,1974-11-23,2024-01-22,29,NA,NA,NA,NA,NA,NA
USGS,08159000,"Onion Ck at US Hwy 183, Austin, TX",ST,30.17798987,-97.6886138,F,NAD83,443.28,0.17,NAVD88,12090205,pk,NA,NA,0,NA,wat,NA,0,0,1869-07-03,2024-01-22,58,NA,NA,NA,NA,NA,NA
USGS,08162000,"Colorado Rv at Wharton, TX",ST,29.30913668,-96.1038482,F,NAD83,52.42,0.1,NGVD29,12090302,pk,NA,NA,0,NA,wat,NA,0,0,1913-12-13,2024-01-26,95,NA,NA,NA,NA,NA,NA
USGS,08162500,"Colorado Rv nr Bay City, TX",ST,28.9741462,-96.0124588,F,NAD83,0,1,NGVD29,12090302,pk,NA,NA,0,NA,wat,NA,0,0,NA,2024-01-27,86,NA,NA,NA,NA,NA,NA
USGS,08166200,"Guadalupe Rv at Kerrville, TX",ST,30.053266,-99.163375,F,NAD83,1601.14,0.05,NAVD88,12100201,pk,NA,NA,0,NA,wat,NA,0,0,1932-07-02,2024-07-23,40,NA,NA,NA,NA,NA,NA
USGS,08167800,"Guadalupe Rv at Sattler, TX",ST,29.85910758,-98.1800106,F,NAD83,742.7,0.22,NAVD88,12100202,pk,NA,NA,0,NA,wat,NA,0,0,1960-08-17,2024-07-23,65,NA,NA,NA,NA,NA,NA
USGS,08170500,"San Marcos Rv at San Marcos, TX",ST,29.88910804,-97.9341718,F,NAD83,557.67,99,NAVD88,12100203,pk,NA,NA,0,NA,wat,NA,0,0,1995-09-20,2023-10-26,30,NA,NA,NA,NA,NA,NA
USGS,08172400,"Plum Ck at Lockhart, TX",ST,29.92299833,-97.6791667,F,NAD83,431.19,0.1,NGVD29,12100203,pk,NA,NA,0,NA,wat,NA,0,0,1959-05-11,2024-01-22,66,NA,NA,NA,NA,NA,NA
USGS,08176500,"Guadalupe Rv at Victoria, TX",ST,28.7930456,-97.0130429,F,NAD83,28.81,0.07,NAVD88,12100204,pk,NA,NA,0,NA,wat,NA,0,0,1935-06-20,2024-01-28,90,NA,NA,NA,NA,NA,NA
USGS,08177700,"Olmos Ck at Dresden Dr, San Antonio, TX",ST,29.4991192,-98.5102958,F,NAD83,726.1,0.1,NGVD29,12100301,pk,NA,NA,0,NA,wat,NA,0,0,NA,2024-09-03,57,NA,NA,NA,NA,NA,NA
USGS,08180500,"Medina Rv nr Riomedina, TX",ST,29.498,-98.9055,5,NAD83,858.44,99,NAVD88,12100302,pk,NA,NA,0,NA,wat,NA,0,0,1926-04-21,2022-03-20,33,NA,NA,NA,NA,NA,NA
USGS,08180640,"Medina Rv at La Coste, TX",ST,29.3241246,-98.813081,F,NAD83,667.36,0.22,NAVD88,12100302,pk,NA,NA,0,NA,wat,NA,0,0,1987-05-30,2024-09-04,21,NA,NA,NA,NA,NA,NA
USGS,08180700,"Medina Rv nr Macdona, TX",ST,29.33495798,-98.689744,F,NAD83,590.39,0.23,NAVD88,12100302,pk,NA,NA,0,NA,wat,NA,0,0,1982-05-16,2024-01-24,41,NA,NA,NA,NA,NA,NA
USGS,08180800,"Medina Rv nr Somerset, TX",ST,29.26218286,-98.5814074,F,NAD83,493.93,0.17,NAVD88,12100302,pk,NA,NA,0,NA,wat,NA,0,0,1971-08-15,2024-06-10,39,NA,NA,NA,NA,NA,NA
USGS,08181480,"Leon Ck at IH 35, San Antonio, TX",ST,29.32995837,-98.5841856,F,NAD83,573.49,0.1,NGVD29,12100302,pk,NA,NA,0,NA,wat,NA,0,0,1985-06-07,2024-01-22,40,NA,NA,NA,NA,NA,NA
USGS,08181500,"Medina Rv at San Antonio, TX",ST,29.2641276,-98.4908493,F,NAD83,439.03,0.1,NGVD29,12100302,pk,NA,NA,0,NA,wat,NA,0,0,1940-06-30,2024-01-22,85,NA,NA,NA,NA,NA,NA
USGS,08183900,"Cibolo Ck nr Boerne, TX",ST,29.77498889,-98.7094694,H,NAD83,1346.13,0.07,NAVD88,12100304,pk,NA,NA,0,NA,wat,NA,0,0,1952-01-01,2023-04-21,46,NA,NA,NA,NA,NA,NA
USGS,08188800,"Guadalupe Rv nr Tivoli, TX",ST,28.50582149,-96.8847203,F,NAD83,-0.88,0.25,NAVD88,12100204,pk,NA,NA,0,NA,wat,NA,0,0,NA,2024-01-28,26,NA,NA,NA,NA,NA,NA
USGS,08193000,"Nueces Rv nr Asherton, TX",ST,28.50026313,-99.6819935,F,NAD83,470.53,0.23,NAVD88,12110103,pk,NA,NA,0,NA,wat,NA,0,0,1913-06-30,2024-09-04,87,NA,NA,NA,NA,NA,NA
USGS,08194500,"Nueces Rv nr Tilden, TX",ST,28.30888906,-98.5572384,F,NAD83,183.1,0.25,NAVD88,12110105,pk,NA,NA,0,NA,wat,NA,0,0,NA,2024-06-27,84,NA,NA,NA,NA,NA,NA
USGS,08197500,"Frio Rv bl Dry Frio Rv nr Uvalde, TX",ST,29.2457934,-99.6744978,F,NAD83,883.02,0.07,NAVD88,12110106,pk,NA,NA,0,NA,wat,NA,0,0,1894-01-01,2023-10-01,75,NA,NA,NA,NA,NA,NA
USGS,08206700,"San Miguel Ck nr Tilden, TX",ST,28.58748787,-98.5458513,F,NAD83,242.56,0.25,NAVD88,12110109,pk,NA,NA,0,NA,wat,NA,0,0,1925-01-01,2024-01-26,66,NA,NA,NA,NA,NA,NA
USGS,08211000,"Nueces Rv nr Mathis, TX",ST,28.03834719,-97.8602769,F,NAD83,25.95,0.23,NAVD88,12110111,pk,NA,NA,0,NA,wat,NA,0,0,1919-09-20,2024-08-14,89,NA,NA,NA,NA,NA,NA
USGS,08211200,"Nueces Rv at Bluntzer, TX",ST,27.93779594,-97.7758308,F,NAD83,-0.31,0.23,NAVD88,12110111,pk,NA,NA,0,NA,wat,NA,0,0,1994-05-01,2021-07-09,28,NA,NA,NA,NA,NA,NA
USGS,08211500,"Nueces Rv at Calallen, TX",ST,27.88307697,-97.625273000000007,F,NAD83,0.38,0.19,NAVD88,12110111,pk,NA,NA,0,NA,wat,NA,0,0,1942-07-13,2024-06-20,42,NA,NA,NA,NA,NA,NA
USGS,08211800,"San Diego Ck at Alice, TX",ST,27.76663889,-98.0755556,S,NAD83,187.59,0.03,NAVD88,12110204,pk,NA,NA,0,NA,wat,NA,0,0,1964-09-16,2023-10-01,30,NA,NA,NA,NA,NA,NA
USGS,08211900,"San Fernando Ck at Alice, TX",ST,27.77252575,-98.033613,F,NAD83,160.99,0.23,NAVD88,12110204,pk,NA,NA,0,NA,wat,NA,0,0,1962-09-09,2024-06-20,49,NA,NA,NA,NA,NA,NA
USGS,08475000,"Rio Grande nr Brownsville, TX",ST,25.87674793,-97.454426,F,NAD83,0,3,NGVD29,13090002,pk,NA,NA,0,NA,wat,NA,0,0,1935-06-10,1976-10-05,43,NA,NA,NA,NA,NA,NA
USGS,08042700,"North Ck nr Jacksboro, TX",ST,33.2826125,-98.2983819,F,NAD83,1016.33,0.1,NGVD29,12030101,pk,NA,NA,0,NA,wat,NA,0,0,1956-05-03,1980-05-20,25,NA,NA,NA,NA,NA,NA
USGS,08042800,"W Fk Trinity Rv nr Jacksboro, TX",ST,33.29333333,-98.079,5,NAD83,869.6,0.22,NAVD88,12030101,pk,NA,NA,0,NA,wat,NA,0,0,1915-01-01,2024-06-02,72,NA,NA,NA,NA,NA,NA
USGS,08044500,"W Fk Trinity Rv nr Boyd, TX",ST,33.08539917,-97.558636,F,NAD83,660.59,0.26,NAVD88,12030101,pk,NA,NA,0,NA,wat,NA,0,0,1948-02-26,2024-06-01,77,NA,NA,NA,NA,NA,NA
USGS,08045850,"Clear Fk Trinity Rv nr Weatherford, TX",ST,32.74040699,-97.6519711,F,NAD83,810.3,0.22,NAVD88,12030102,pk,NA,NA,0,NA,wat,NA,0,0,1981-05-08,2024-04-28,44,NA,NA,NA,NA,NA,NA
USGS,08046000,"Clear Fk Trinity Rv nr Aledo, TX",ST,32.6412442,-97.564468,F,NAD83,723.33,0.1,NGVD29,12030102,pk,NA,NA,0,NA,wat,NA,0,0,1948-02-25,1974-10-31,28,NA,NA,NA,NA,NA,NA
USGS,08047000,"Clear Fk Trinity Rv nr Benbrook, TX",ST,32.66513275,-97.4419642,F,NAD83,604.14,0.18,NAVD88,12030102,pk,NA,NA,0,NA,wat,NA,0,0,1948-02-25,2023-10-26,77,NA,NA,NA,NA,NA,NA
USGS,08048000,"W Fk Trinity Rv at Ft Worth, TX",ST,32.76096337,-97.3325167,F,NAD83,519.19,0.17,NAVD88,12030102,pk,NA,NA,0,NA,wat,NA,0,0,1921-04-05,2023-10-26,104,NA,NA,NA,NA,NA,NA
USGS,08048543,"W Fk Trinity Rv at Beach St, Ft Worth, TX",ST,32.7517972,-97.2894598,F,NAD83,478.78,0.18,NAVD88,12030102,pk,NA,NA,0,NA,wat,NA,0,0,1977-03-27,2023-10-26,48,NA,NA,NA,NA,NA,NA
USGS,08049500,"W Fk Trinity Rv at Grand Prairie, TX",ST,32.7625,-96.9944444,S,NAD83,405.3,0.1,NAVD88,12030102,pk,NA,NA,0,NA,wat,NA,0,0,1925-05-08,2023-10-26,100,NA,NA,NA,NA,NA,NA
USGS,08049600,"Mountain Ck nr Cedar Hill, TX",ST,32.5843025,-97.0233397,F,NAD83,478.31,0.1,NGVD29,12030102,pk,NA,NA,0,NA,wat,NA,0,0,1961-01-08,1984-03-23,24,NA,NA,NA,NA,NA,NA
USGS,08050100,"Mountain Ck at Grand Prairie, TX",ST,32.7498611,-96.9261111,S,NAD83,401.26,0.19,NAVD88,12030102,pk,NA,NA,0,NA,wat,NA,0,0,1961-06-25,2024-05-05,64,NA,NA,NA,NA,NA,NA
USGS,08051500,"Clear Ck nr Sanger, TX",ST,33.3362269,-97.1794587,F,NAD83,565.52,0.24,NAVD88,12030103,pk,NA,NA,0,NA,wat,NA,0,0,1949-05-17,2024-05-12,76,NA,NA,NA,NA,NA,NA
USGS,08052700,"Little Elm Ck nr Aubrey, TX",ST,33.28344977,-96.8927805,F,NAD83,534.06,0.24,NAVD88,12030103,pk,NA,NA,0,NA,wat,NA,0,0,1957-04-26,2024-06-05,65,NA,NA,NA,NA,NA,NA
USGS,08052745,"Doe Br at US Hwy 380 nr Prosper, TX",ST,33.219298,-96.8919565,S,NAD83,0.11,0.28,NAVD88,12030103,pk,NA,NA,0,NA,wat,NA,0,0,2004-11-22,2023-10-26,20,NA,NA,NA,NA,NA,NA
USGS,08053000,"Elm Fk Trinity Rv nr Lewisville, TX",ST,33.0456773,-96.9611173,F,NAD83,432.3,0.23,NAVD88,12030103,pk,NA,NA,0,NA,wat,NA,0,0,1950-09-15,2024-05-28,75,NA,NA,NA,NA,NA,NA
USGS,08053500,"Denton Ck nr Justin, TX",ST,33.11901003,-97.2905732,F,NAD83,606.62,0.24,NAVD88,12030104,pk,NA,NA,0,NA,wat,NA,0,0,1950-05-01,2024-05-28,75,NA,NA,NA,NA,NA,NA
USGS,08055000,"Denton Ck nr Grapevine, TX",ST,32.9870677,-97.0127857,F,NAD83,439.31,0.2,NAVD88,12030104,pk,NA,NA,0,NA,wat,NA,0,0,1948-02-26,2023-10-26,64,NA,NA,NA,NA,NA,NA
USGS,08055500,"Elm Fk Trinity Rv nr Carrollton, TX",ST,32.965957,-96.94445,F,NAD83,431.26,0.19,NAVD88,12030103,pk,NA,NA,0,NA,wat,NA,0,0,1908-05-25,2024-05-28,102,NA,NA,NA,NA,NA,NA
USGS,08057000,"Trinity Rv at Dallas, TX",ST,32.7748517,-96.8219464,F,NAD83,367.84,0.2,NAVD88,12030105,pk,NA,NA,0,NA,wat,NA,0,0,1904-03-27,2023-10-27,121,NA,NA,NA,NA,NA,NA
USGS,08057300,"White Rk Ck at White Rk Lk, Dallas, TX",ST,32.80873904,-96.725832,F,NAD83,400.16,0.21,NAVD88,12030105,pk,NA,NA,0,NA,wat,NA,0,0,1962-10-08,2024-05-05,26,NA,NA,NA,NA,NA,NA
USGS,08057410,"Trinity Rv bl Dallas, TX",ST,32.70763139,-96.7358319,F,NAD83,365.92,0.23,NAVD88,12030105,pk,NA,NA,0,NA,wat,NA,0,0,1957-05-27,2023-10-29,65,NA,NA,NA,NA,NA,NA
USGS,08057445,"Prairie Ck at US Hwy 175, Dallas, TX",ST,32.70485346,-96.6699955,F,NAD83,390,0.1,NGVD29,12030105,pk,NA,NA,0,NA,wat,NA,0,0,1976-04-19,2011-06-21,32,NA,NA,NA,NA,NA,NA
USGS,08058500,"Honey Ck nr McKinney, TX",ST,33.27844798,-96.6577703,F,NAD83,563.68,0.1,NGVD29,12030106,pk,NA,NA,0,NA,wat,NA,0,0,1952-04-22,1973-09-27,22,NA,NA,NA,NA,NA,NA
USGS,08058900,"E Fk Trinity Rv at McKinney, TX",ST,33.2440203,-96.6088927,F,NAD83,528.74,0.1,NGVD29,12030106,pk,NA,NA,0,NA,wat,NA,0,0,1976-05-06,2009-10-26,35,NA,NA,NA,NA,NA,NA
USGS,08059000,"E Fk Trinity Rv nr McKinney, TX",ST,33.20372724,-96.595824,F,NAD83,511.54,0.21,NAVD88,12030106,pk,NA,NA,0,NA,wat,NA,0,0,NA,2024-06-05,41,NA,NA,NA,NA,NA,NA
USGS,08059400,"Sister Grove Ck nr Blue Ridge, TX",ST,33.29455786,-96.4830413,F,NAD83,526.33,0.22,NAVD88,12030106,pk,NA,NA,0,NA,wat,NA,0,0,1976-05-06,2024-06-05,49,NA,NA,NA,NA,NA,NA
USGS,08059500,"Sister Grove Ck nr Princeton, TX",ST,33.1931713,-96.4758193,F,NAD83,487.52,0.1,NGVD29,12030106,pk,NA,NA,0,NA,wat,NA,0,0,1950-05-02,1974-10-31,26,NA,NA,NA,NA,NA,NA
USGS,08061000,"E Fk Trinity Rv nr Lavon, TX",ST,33.02373066,-96.4755429,F,NAD83,429.67,0.11,NAVD88,12030106,pk,NA,NA,0,NA,wat,NA,0,0,1954-07-25,2024-06-11,43,NA,NA,NA,NA,NA,NA
USGS,08061700,"Duck Ck nr Garland, TX",ST,32.83290425,-96.595548,F,NAD83,430.02,0.1,NGVD29,12030106,pk,NA,NA,0,NA,wat,NA,0,0,1958-04-26,1991-10-28,35,NA,NA,NA,NA,NA,NA
USGS,08061750,"E Fk Trinity Rv nr Forney, TX",ST,32.7742947,-96.5035991,F,NAD83,372.5,0.21,NAVD88,12030106,pk,NA,NA,0,NA,wat,NA,0,0,1973-10-13,2024-05-31,51,NA,NA,NA,NA,NA,NA
USGS,08062000,"E Fk Trinity Rv nr Crandall, TX",ST,32.6387442,-96.4852651,F,NAD83,338.51,0.22,NAVD88,12030106,pk,NA,NA,0,NA,wat,NA,0,0,1950-05-04,2024-06-06,75,NA,NA,NA,NA,NA,NA
USGS,08062900,"Kings Ck nr Kaufman, TX",ST,32.5134711,-96.3291479,F,NAD83,343.24,0.1,NGVD29,12030107,pk,NA,NA,0,NA,wat,NA,0,0,1963-04-29,1986-11-25,25,NA,NA,NA,NA,NA,NA
USGS,08063100,"Richland Ck nr Dawson, TX",ST,31.9384908,-96.6813787,F,NAD83,367.52,0.21,NAVD88,12030108,pk,NA,NA,0,NA,wat,NA,0,0,1961-07-03,2024-05-25,64,NA,NA,NA,NA,NA,NA
USGS,08063800,"Waxahachie Ck nr Bardwell, TX",ST,32.2434807,-96.6402676,F,NAD83,360.62,0.21,NAVD88,12030109,pk,NA,NA,0,NA,wat,NA,0,0,1964-04-22,2024-06-27,61,NA,NA,NA,NA,NA,NA
USGS,08064100,"Chambers Ck nr Rice, TX",ST,32.1984823,-96.5202639,F,NAD83,330.59,0.21,NAVD88,12030109,pk,NA,NA,0,NA,wat,NA,0,0,1984-03-12,2024-04-27,41,NA,NA,NA,NA,NA,NA
USGS,08081000,"Salt Fk Brazos Rv nr Peacock, TX",ST,33.2120385,-100.431778,F,NAD83,1724.32,0.1,NGVD29,12050007,pk,NA,NA,0,NA,wat,NA,0,0,1950-05-11,1986-09-05,24,NA,NA,NA,NA,NA,NA
USGS,08083240,"Clear Fk Brazos Rv at Hwy 83 nr Hawley, TX",ST,32.5985,-99.8145556,S,NAD83,1616.27,0.32,NAVD88,12060102,pk,NA,NA,0,NA,wat,NA,0,0,1968-03-21,2024-05-05,30,NA,NA,NA,NA,NA,NA
USGS,08083480,"Cedar Ck at IH 20, Abilene, TX",ST,32.4866111,-99.7145556,S,NAD83,1647.87,0.24,NAVD88,12060102,pk,NA,NA,0,NA,wat,NA,0,0,2002-07-06,2024-06-11,22,NA,NA,NA,NA,NA,NA
USGS,08084000,"Clear Fk Brazos Rv at Nugent, TX",ST,32.6901186,-99.6695326,F,NAD83,1532.53,0.24,NAVD88,12060102,pk,NA,NA,0,NA,wat,NA,0,0,1925-05-10,2024-05-03,100,NA,NA,NA,NA,NA,NA
